doc_id,ticker,form,doc_type,doc_role,filing_date,n_chars,n_words,alpha_ratio,mean_word_len,fragment_rate,n_tables,n_sections,xbrl_leak,entity_residue,toc_residue,near_empty,short_exhibit,size_outlier,low_alpha,odd_word_len,fragmented,warnings
9cbf05cc5cf986da,CAT,8-K,EX-99.1,exhibit,2023-02-02,8312,1202,0.801,5.89,0.006,0,0,False,False,False,False,False,False,False,False,False,
2f497931545018f7,CAT,8-K,8-K,primary,2023-01-31,4530,903,0.586,3.82,0.049,5,0,False,False,False,False,False,False,False,False,False,
82d128235c90943c,CAT,8-K,EX-99.1,exhibit,2023-01-31,88608,20539,0.433,2.96,0.0151,31,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:82
d7ffd694f320000a,CAT,8-K,EX-99.2,exhibit,2023-01-31,10309,1750,0.73,4.85,0.0151,3,0,False,False,False,False,False,False,False,False,False,
5708596d1ba2b9c8,DELL,8-K,8-K,primary,2026-09-10,6473,1108,0.669,4.76,0.0336,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
c65dc3808c639018,DELL,10-Q,10-Q,primary,2026-09-08,234289,45098,0.624,4.0,0.0081,71,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:265
ead160e8a0f06e7d,DELL,8-K,8-K,primary,2026-09-01,4093,713,0.667,4.66,0.0308,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
28fa20706efeaf74,DELL,8-K,EX-99.1,exhibit,2026-09-01,41427,9300,0.453,3.15,0.0098,14,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:26
72707aa60a8e4312,DELL,8-K,8-K,primary,2026-07-06,5496,979,0.682,4.54,0.0219,13,0,False,False,False,False,False,False,False,False,False,
c7130df7742f7d9b,DELL,8-K,8-K,primary,2026-07-01,14590,2505,0.698,4.76,0.0184,17,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
465e5408a7a8ffc0,DELL,8-K,8-K,primary,2026-06-17,4887,851,0.68,4.69,0.0611,9,0,False,False,False,False,False,False,False,False,True,info:page_artifacts_dropped:2
0cee50c09e8b7baf,DELL,8-K,8-K,primary,2026-06-16,10583,1846,0.686,4.68,0.0265,12,0,False,False,False,False,False,False,False,False,False,
664b73a38044c5f4,DELL,8-K,8-K,primary,2026-06-12,5952,1026,0.67,4.72,0.0362,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
b50599fd69f1ec38,DELL,8-K,8-K,primary,2026-06-10,6993,1198,0.703,4.77,0.0274,14,0,False,False,False,False,False,False,False,False,False,
b3b2a3c28ae9bf29,DELL,10-Q,10-Q,primary,2026-06-09,213207,39540,0.658,4.23,0.0068,76,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:269
e9ea37ee042ab220,DELL,8-K,8-K,primary,2026-05-28,4068,711,0.665,4.65,0.0309,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
29be9f5e6102ddf4,DELL,8-K,EX-99.1,exhibit,2026-05-28,32030,6395,0.562,3.78,0.0089,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:26
1154a0eeb51d59e6,DELL,8-K,8-K,primary,2026-04-20,4873,845,0.683,4.71,0.0613,9,0,False,False,False,False,False,False,False,False,True,info:page_artifacts_dropped:2
3428b18576c36311,DELL,10-K,10-K,primary,2026-03-16,538462,92962,0.707,4.67,0.0133,108,20,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:454
62cc6b3dc3885c3f,DELL,8-K,8-K,primary,2026-02-26,4109,714,0.668,4.68,0.0308,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
667e8b69326fa240,DELL,8-K,EX-99.1,exhibit,2026-02-26,42615,9333,0.473,3.27,0.0083,12,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:26
2c607492e067bca1,DELL,10-Q,10-Q,primary,2025-12-09,261204,51220,0.612,3.9,0.0073,82,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:308
6da4d3abb9ec8ab9,DELL,8-K,8-K,primary,2025-11-25,4093,711,0.667,4.68,0.0309,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
129d8af7f8a461a9,DELL,8-K,EX-99.1,exhibit,2025-11-25,41141,9072,0.469,3.23,0.0087,12,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:26
07d68fa2e2c643b6,DELL,8-K,8-K,primary,2025-10-07,4846,858,0.671,4.56,0.0291,11,0,False,False,False,False,False,False,False,False,False,
c95c3c34cf70a019,DELL,8-K,EX-99.1,exhibit,2025-10-07,45684,7101,0.743,5.43,0.0221,0,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:10
323f2ffc7edeee4d,DELL,8-K,EX-99.2,exhibit,2025-10-07,11283,1712,0.774,5.55,0.0061,12,0,False,False,False,False,False,False,False,False,False,
3d431b3fe2bfa2e4,DELL,8-K,8-K,primary,2025-10-06,12007,2101,0.682,4.67,0.0272,13,0,False,False,False,False,False,False,False,False,False,
bb12d476106c1d48,DELL,8-K,8-K,primary,2025-10-02,6323,1053,0.715,4.95,0.0222,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
7cf4f1666ddecd8d,DELL,8-K,8-K,primary,2025-09-26,4859,836,0.688,4.75,0.0616,9,0,False,False,False,False,False,False,False,False,True,info:page_artifacts_dropped:2
4afff44d4a7c97a7,DELL,8-K,8-K,primary,2025-09-23,6326,1079,0.672,4.79,0.0319,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
41736007505bf3af,DELL,8-K,8-K,primary,2025-09-08,5639,930,0.711,5.01,0.0239,9,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
a1af817b424d2f32,DELL,10-Q,10-Q,primary,2025-09-08,259053,50872,0.614,3.89,0.0065,81,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:288
41c4162f4283d7eb,DELL,8-K,8-K,primary,2025-08-28,4083,711,0.667,4.67,0.0309,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
2e7cc9691c265e6e,DELL,8-K,EX-99.1,exhibit,2025-08-28,40620,9013,0.466,3.2,0.0089,12,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:26
558d35f38b8e1c01,DELL,8-K,8-K,primary,2025-08-12,4755,802,0.691,4.87,0.0288,9,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
3938e85ab558b487,DELL,8-K,8-K,primary,2025-07-16,4833,839,0.684,4.7,0.0615,9,0,False,False,False,False,False,False,False,False,True,info:page_artifacts_dropped:2
e97728d80eb17925,DELL,8-K,8-K,primary,2025-07-01,6630,1193,0.622,4.47,0.0294,13,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:3
2a1f732654c53d83,DELL,10-Q,10-Q,primary,2025-06-10,231510,43040,0.659,4.21,0.0075,78,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:290
97eeda626fc80f8e,DELL,8-K,8-K,primary,2025-05-29,4068,711,0.665,4.65,0.0309,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
1445e23830cbb99a,DELL,8-K,EX-99.1,exhibit,2025-05-29,32302,6411,0.57,3.81,0.0091,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:26
9ab4ff2042811e94,DELL,8-K,8-K,primary,2025-04-01,11953,2105,0.681,4.63,0.0272,13,0,False,False,False,False,False,False,False,False,False,
f2a4847fe5ddf441,DELL,8-K,8-K,primary,2025-03-27,6200,1065,0.668,4.75,0.0373,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
0d6d5b952af1dc34,DELL,10-K,10-K,primary,2025-03-25,578857,102023,0.694,4.54,0.0134,119,20,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:496
b8b50469d2bb4820,DELL,8-K,8-K,primary,2025-02-27,5477,921,0.701,4.88,0.0224,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
70e9359f713445c7,DELL,8-K,EX-99.1,exhibit,2025-02-27,61743,14834,0.405,2.84,0.0072,18,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:52
5e13d726133d6e7b,DELL,8-K,8-K,primary,2025-01-14,4838,836,0.688,4.73,0.0616,9,0,False,False,False,False,False,False,False,False,True,info:page_artifacts_dropped:2
d117f3de53f6d95e,DELL,10-Q,10-Q,primary,2024-12-10,269051,52621,0.616,3.91,0.0072,80,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:312
f690ac6c4f649fa1,DELL,8-K,8-K,primary,2024-12-03,5009,865,0.693,4.73,0.0346,9,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
76c086e10df86939,DELL,8-K,8-K,primary,2024-11-26,4093,711,0.667,4.68,0.0309,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
1d40b1bef2155083,DELL,8-K,EX-99.1,exhibit,2024-11-26,37370,8502,0.441,3.08,0.0073,11,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:23
d050b62f4002bb45,DELL,8-K,8-K,primary,2024-10-08,9646,1685,0.695,4.67,0.0269,12,0,False,False,False,False,False,False,False,False,False,
d646532fedc30fd2,DELL,8-K,8-K,primary,2024-10-02,5840,1002,0.678,4.75,0.0382,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
a210c9c309de34cc,DELL,8-K,EX-99.1,exhibit,2024-10-02,120156,19269,0.784,5.21,0.0179,11,0,False,False,False,False,False,False,False,False,False,
bc681297a97f7b6b,DELL,8-K,8-K,primary,2024-09-19,5084,875,0.694,4.75,0.0342,9,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
3e7067ba75013c9a,DELL,10-Q,10-Q,primary,2024-09-10,261262,51404,0.613,3.88,0.0068,79,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:299
aaba2c360410a693,DELL,8-K,8-K,primary,2024-08-29,4083,711,0.667,4.67,0.0309,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
f98fe5ae92c2657b,DELL,8-K,EX-99.1,exhibit,2024-08-29,37070,8428,0.444,3.08,0.0073,11,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:23
578f9bd938c2f9e9,DELL,8-K,8-K,primary,2024-07-12,4857,862,0.68,4.55,0.0617,9,0,False,False,False,False,False,False,False,False,True,
22cb9278a5f0b579,DELL,8-K,8-K,primary,2024-07-02,7645,1376,0.621,4.47,0.028,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:3
dfe5ea524d5bcabc,DELL,10-Q,10-Q,primary,2024-06-11,229619,43025,0.654,4.16,0.0073,76,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:296
be9d585e62d6d6a4,DELL,8-K,8-K,primary,2024-06-10,4809,835,0.69,4.7,0.0613,9,0,False,False,False,False,False,False,False,False,True,info:page_artifacts_dropped:2
2c10ed2ed41476d1,DELL,8-K,8-K,primary,2024-05-30,4068,711,0.665,4.65,0.0309,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
5568e35a1204215f,DELL,8-K,EX-99.1,exhibit,2024-05-30,29722,5994,0.561,3.73,0.0082,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:23
e0c310fa4682d09b,DELL,8-K,8-K,primary,2024-03-26,4746,825,0.682,4.69,0.0613,9,0,False,False,False,False,False,False,False,False,True,info:page_artifacts_dropped:2
67402f2d19ab7cce,DELL,10-K,10-K,primary,2024-03-25,571763,99527,0.702,4.62,0.0139,111,20,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:485
2fab565acb9b1073,DELL,8-K,8-K,primary,2024-03-18,8186,1432,0.701,4.66,0.0254,12,0,False,False,False,False,False,False,False,False,False,
07f643fa69b3099c,DELL,8-K,8-K,primary,2024-03-07,6249,1077,0.708,4.76,0.0531,9,0,False,False,False,False,False,False,False,False,True,info:page_artifacts_dropped:2
6971e98b93d9ca09,DELL,8-K,8-K,primary,2024-03-06,5497,946,0.679,4.73,0.0405,11,0,False,False,False,False,False,False,False,False,False,
1c7439e9d741ce58,DELL,8-K,EX-99.1,exhibit,2024-03-06,118476,18877,0.792,5.25,0.0178,8,0,False,False,False,False,False,False,False,False,False,
d1be1a78d1670431,DELL,8-K,8-K,primary,2024-02-29,4109,714,0.668,4.68,0.0308,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
f0c3bb01f1455e30,DELL,8-K,EX-99.1,exhibit,2024-02-29,41069,9151,0.458,3.17,0.0073,11,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:24
0279810bdc54cbc5,DELL,8-K,8-K,primary,2024-01-30,3631,625,0.668,4.73,0.0283,9,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
40301958e1b692af,DELL,8-K,8-K,primary,2024-01-18,5288,911,0.703,4.75,0.0576,9,0,False,False,False,False,False,False,False,False,True,info:page_artifacts_dropped:2
f1963b19706c9b4d,DELL,8-K,8-K,primary,2023-12-18,6129,1071,0.663,4.65,0.0276,11,0,False,False,False,False,False,False,False,False,False,
08ae947da20fad9d,DELL,8-K,EX-99.1,exhibit,2023-12-18,14115,2193,0.742,5.4,0.0256,4,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:4
d22691836ab44ecb,DELL,8-K,EX-99.2,exhibit,2023-12-18,14786,2337,0.731,5.28,0.0361,7,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:4
c4a691841b912866,DELL,10-Q,10-Q,primary,2023-12-08,287838,55970,0.618,3.94,0.0073,83,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:335
f618c16ffa21efd7,DELL,8-K,8-K,primary,2023-12-05,5241,904,0.699,4.74,0.0327,9,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
b3c3e11788c61c0a,DELL,8-K,8-K,primary,2023-12-04,4634,823,0.64,4.54,0.0381,11,0,False,False,False,False,False,False,False,False,False,
d89f9f890266d9bb,DELL,8-K,EX-99.1,exhibit,2023-12-04,19475,3078,0.753,5.29,0.0186,6,0,False,False,False,False,False,False,False,False,False,
d9c730baa6758286,DELL,8-K,8-K,primary,2023-11-30,4093,711,0.667,4.68,0.0309,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
65ea734cef0c2cf7,DELL,8-K,EX-99.1,exhibit,2023-11-30,43419,9732,0.452,3.13,0.0057,13,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:24
d290927e19ef3945,DELL,8-K,8-K,primary,2023-10-05,5731,992,0.697,4.7,0.0264,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
129aef7b8816058c,DELL,8-K,EX-99.1,exhibit,2023-10-05,35451,5211,0.79,5.79,0.0199,0,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:13
af4f50696ac17b13,DELL,8-K,8-K,primary,2023-09-26,6085,1013,0.718,4.96,0.024,9,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
322d3d7b1634edfc,DELL,10-Q,10-Q,primary,2023-09-12,280700,54754,0.617,3.92,0.0071,82,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:333
19b119eda333a7db,DELL,8-K,8-K,primary,2023-08-31,4083,711,0.667,4.67,0.0309,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
251fe7d746ea8ba2,DELL,8-K,EX-99.1,exhibit,2023-08-31,43502,9773,0.454,3.12,0.0056,13,0,False,False,False,False,False,False,True,True,False,info:page_artifacts_dropped:24
ebd141f2ce999faf,DELL,8-K,8-K,primary,2023-07-28,3757,643,0.665,4.77,0.0338,9,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
1005f15b1f1c6891,DELL,8-K,8-K,primary,2023-07-13,5085,894,0.698,4.62,0.0571,9,0,False,False,False,False,False,False,False,False,True,info:page_artifacts_dropped:2
37382c6bafd54b2b,DELL,8-K,8-K,primary,2023-06-30,5149,915,0.661,4.54,0.0314,11,0,False,False,False,False,False,False,False,False,False,
b6ed381eac1e45dd,DELL,8-K,EX-99.1,exhibit,2023-06-30,12194,1881,0.75,5.44,0.0221,3,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:3
b82d3efdcbaeec66,DELL,8-K,EX-99.2,exhibit,2023-06-30,13152,2100,0.732,5.19,0.0343,6,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:4
572f2c21e484f1ee,DELL,8-K,8-K,primary,2023-06-22,10215,1809,0.653,4.57,0.023,16,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:4
dcb2417e5b99309b,DELL,8-K,8-K,primary,2023-06-15,4202,746,0.642,4.54,0.0403,11,0,False,False,False,False,False,False,False,False,False,
0acbfd32e910b8c6,DELL,8-K,EX-99.1,exhibit,2023-06-15,16987,2650,0.759,5.37,0.0173,5,0,False,False,False,False,False,False,False,False,False,
00e064af66f8c90e,DELL,10-Q,10-Q,primary,2023-06-12,243967,45406,0.656,4.2,0.0066,77,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:318
b9ede8d2b5bcf2f6,DELL,8-K,8-K,primary,2023-06-01,4068,711,0.666,4.65,0.0309,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
72787818308b65b9,DELL,8-K,EX-99.1,exhibit,2023-06-01,31396,6245,0.567,3.79,0.0068,11,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:21
098921811a7e64a1,DELL,10-K,10-K,primary,2023-03-30,588653,102282,0.702,4.63,0.0133,113,18,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:488
737003d542e1ea56,DELL,8-K,8-K,primary,2023-03-02,6479,1066,0.71,5.02,0.027,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
0b834a08fe2ca346,DELL,8-K,EX-99.1,exhibit,2023-03-02,44369,9464,0.501,3.41,0.006,10,0,False,False,False,False,False,False,False,True,False,info:page_artifacts_dropped:24
52f6b5240b1e370a,DELL,8-K,8-K,primary,2023-02-06,5572,957,0.701,4.75,0.0286,12,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:2
f02ac41cef6eeb21,DELL,8-K,EX-99.1,exhibit,2023-02-06,3530,605,0.774,4.8,0.0,3,0,False,False,False,False,False,False,False,False,False,
54324b02e100a893,DELL,8-K,8-K,primary,2023-01-24,9570,1681,0.689,4.64,0.0279,12,0,False,False,False,False,False,False,False,False,False,
ba45d6e61a26eebf,DELL,8-K,8-K,primary,2023-01-11,5831,1003,0.675,4.73,0.0358,11,0,False,False,False,False,False,False,False,False,False,
247480a5af36ab5b,DELL,8-K,EX-99.1,exhibit,2023-01-11,119534,19184,0.783,5.2,0.0178,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:1
3dd3370e900c327b,INTC,8-K,8-K,primary,2026-08-12,5399,949,0.665,4.61,0.0278,12,0,False,False,False,False,False,False,False,False,False,
3aec017ed163c2ba,INTC,8-K,EX-99.1,exhibit,2026-08-12,10391,1705,0.712,5.02,0.0157,29,0,False,False,False,False,False,False,False,False,False,
4f01ff2c76aeaead,INTC,8-K,EX-99.2,exhibit,2026-08-12,10341,1699,0.71,5.02,0.0172,28,0,False,False,False,False,False,False,False,False,False,
a6f236547a43bf94,INTC,10-Q,10-Q,primary,2026-07-24,185829,34932,0.631,4.15,0.0085,123,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:67;sections_cross_reference_index
0b4a3454d2869ebd,INTC,8-K,8-K,primary,2026-07-23,4420,720,0.714,5.07,0.0207,4,0,False,False,False,False,False,False,False,False,False,
57c9a0e925cb8e7b,INTC,8-K,EX-99.1,exhibit,2026-07-23,44303,8047,0.628,4.31,0.0094,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:9
0feccb1d8668eeff,INTC,8-K,8-K,primary,2026-05-15,6330,1161,0.515,4.32,0.0347,11,0,False,False,False,False,False,False,False,False,False,
eec0e9fa9e6876d7,INTC,8-K,8-K,primary,2026-04-30,6943,1187,0.654,4.77,0.021,10,0,False,False,False,False,False,False,False,False,False,
c1ef121a28f1a258,INTC,8-K,8-K,primary,2026-04-24,3480,571,0.698,5.01,0.0268,4,0,False,False,False,False,False,False,False,False,False,
428aa2378dc5709e,INTC,10-Q,10-Q,primary,2026-04-24,166750,30127,0.669,4.39,0.0085,139,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:51;sections_cross_reference_index
71bd6f951100013f,INTC,8-K,8-K,primary,2026-04-23,4390,716,0.713,5.06,0.0208,4,0,False,False,False,False,False,False,False,False,False,
794c20f24c5afa9a,INTC,8-K,EX-99.1,exhibit,2026-04-23,42735,7851,0.626,4.24,0.0087,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:9
267b96e3a0e1f660,INTC,8-K,8-K,primary,2026-04-08,3980,657,0.705,4.98,0.023,4,0,False,False,False,False,False,False,False,False,False,
b46eaeca7b677931,INTC,8-K,8-K,primary,2026-04-03,3468,577,0.694,4.92,0.0267,4,0,False,False,False,False,False,False,False,False,False,
2fde2520771f7952,INTC,8-K,8-K,primary,2026-03-03,4097,695,0.697,4.82,0.0271,4,0,False,False,False,False,False,False,False,False,False,
e24cab174f03e1f6,INTC,8-K,EX-99.1,exhibit,2026-03-03,4971,746,0.806,5.64,0.0109,0,0,False,False,False,False,False,False,False,False,False,
e914ba1accb3f729,INTC,8-K,8-K,primary,2026-01-23,4897,807,0.72,5.0,0.0181,4,0,False,False,False,False,False,False,False,False,False,
ee34a0db9e45ef3e,INTC,10-K,10-K,primary,2026-01-23,563741,95413,0.719,4.81,0.0107,287,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:47;sections_cross_reference_index
47642928bdc2d032,INTC,8-K,8-K,primary,2026-01-22,4403,716,0.714,5.08,0.0208,4,0,False,False,False,False,False,False,False,False,False,
d8dbceff72927757,INTC,8-K,EX-99.1,exhibit,2026-01-22,54886,10803,0.568,3.84,0.0103,19,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:9
0dd4c29460483045,INTC,8-K,8-K,primary,2025-12-29,3457,573,0.687,4.95,0.0308,3,0,False,False,False,False,False,False,False,False,False,
4d9cd8732dcf8b7f,INTC,8-K,8-K,primary,2025-11-12,7536,1199,0.743,5.24,0.0201,4,0,False,False,False,False,False,False,False,False,False,
c56e1d5566281d37,INTC,8-K,EX-99.1,exhibit,2025-11-12,2722,402,0.8,5.73,0.0075,0,0,False,False,False,False,False,False,False,False,False,
2e733c77b2b93aac,INTC,10-Q,10-Q,primary,2025-11-06,213353,39967,0.641,4.18,0.0119,161,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:57;sections_cross_reference_index
4a437e35d63767f6,INTC,8-K,8-K,primary,2025-10-23,4404,716,0.714,5.08,0.0208,4,0,False,False,False,False,False,False,False,False,False,
3e4e4f29d85511b4,INTC,8-K,EX-99.1,exhibit,2025-10-23,48096,8738,0.636,4.31,0.0093,16,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:9
30c2c358f263c0fa,INTC,8-K,8-K,primary,2025-09-29,3438,572,0.686,4.93,0.0309,3,0,False,False,False,False,False,False,False,False,False,
4d43d733d2523065,INTC,8-K,8-K,primary,2025-09-18,4556,739,0.708,5.09,0.0235,4,0,False,False,False,False,False,False,False,False,False,
dba8f4e3037aec95,INTC,8-K,EX-99.1,exhibit,2025-09-18,8085,1190,0.811,5.78,0.0051,0,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:3
b1eaee36987709a3,INTC,8-K,8-K,primary,2025-09-15,13540,2057,0.763,5.52,0.0124,6,0,False,False,False,False,False,False,False,False,False,
bab7f6c35d6bb00c,INTC,8-K,8-K,primary,2025-09-08,3713,616,0.699,4.95,0.0247,4,0,False,False,False,False,False,False,False,False,False,
ee0a15d63979eec6,INTC,8-K,8-K,primary,2025-09-05,5412,897,0.712,4.98,0.0228,4,0,False,False,False,False,False,False,False,False,False,
c6a48ec69a62d818,INTC,8-K,8-K,primary,2025-08-29,6749,1108,0.729,5.04,0.0189,4,0,False,False,False,False,False,False,False,False,False,
026604d5d310ef6c,INTC,8-K,8-K,primary,2025-08-25,18693,2961,0.78,5.29,0.0111,4,0,False,False,False,False,False,False,False,False,False,
c22b100c46d07420,INTC,8-K,EX-99.1,exhibit,2025-08-25,12028,1724,0.818,5.96,0.0386,0,0,False,False,False,False,False,False,False,False,False,
fe968d51c6099381,INTC,8-K,8-K,primary,2025-08-21,4343,714,0.699,5.01,0.0246,4,0,False,False,False,False,False,False,False,False,False,
8a7edea96e426808,INTC,8-K,EX-99.1,exhibit,2025-08-21,5250,765,0.804,5.84,0.0105,0,0,False,False,False,False,False,False,False,False,False,
2695adf8c68b4954,INTC,8-K,8-K,primary,2025-08-14,6966,1106,0.743,5.24,0.0198,4,0,False,False,False,False,False,False,False,False,False,
c2e6b7ede1e83494,INTC,10-Q,10-Q,primary,2025-07-24,198824,37377,0.639,4.15,0.0056,145,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:52;sections_cross_reference_index
f5a5be5389c77b8e,INTC,8-K,8-K,primary,2025-07-24,7414,1175,0.745,5.26,0.0149,4,0,False,False,False,False,False,False,False,False,False,
9a1d5c36643ff705,INTC,8-K,EX-99.1,exhibit,2025-07-24,45036,8277,0.624,4.24,0.0055,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:9
cc29a09d3af6a4ac,INTC,8-K,8-K,primary,2025-05-09,6028,1102,0.519,4.34,0.0361,10,0,False,False,False,False,False,False,False,False,False,
d8699c3e717994ae,INTC,8-K,8-K,primary,2025-04-30,3294,547,0.688,4.93,0.0286,4,0,False,False,False,False,False,False,False,False,False,
281e1de682801aec,INTC,10-Q,10-Q,primary,2025-04-25,143138,27060,0.636,4.12,0.0064,132,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:45;sections_cross_reference_index
a5466443676860d3,INTC,8-K,8-K,primary,2025-04-24,4390,716,0.713,5.06,0.0208,4,0,False,False,False,False,False,False,False,False,False,
2ed3fe609dc57f3e,INTC,8-K,EX-99.1,exhibit,2025-04-24,44645,8253,0.622,4.21,0.0062,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:9
96798f9f0ae9390d,INTC,8-K,8-K,primary,2025-04-17,27582,4290,0.797,5.4,0.0075,4,0,False,False,False,False,False,False,False,False,False,
fe157884a198ca42,INTC,8-K,8-K,primary,2025-04-14,6436,1106,0.712,4.75,0.0205,12,0,False,False,False,False,False,False,False,False,False,
cbbcdb3703df8020,INTC,8-K,EX-99.1,exhibit,2025-04-14,10337,1571,0.791,5.54,0.0021,1,0,False,False,False,False,False,False,False,False,False,
50584faca8eb43a6,INTC,8-K,8-K,primary,2025-03-28,4092,670,0.709,5.03,0.0241,4,0,False,False,False,False,False,False,False,False,False,
c67042427d550413,INTC,8-K,8-K,primary,2025-03-14,13215,2199,0.752,4.98,0.0125,4,0,False,False,False,False,False,False,False,False,False,
7b7bd7f236585658,INTC,8-K,EX-99.1,exhibit,2025-03-14,5816,880,0.803,5.58,0.0046,0,0,False,False,False,False,False,False,False,False,False,
6b21fbc6e7523eb0,INTC,8-K,8-K,primary,2025-02-28,4564,738,0.712,5.11,0.0201,4,0,False,False,False,False,False,False,False,False,False,
